incineratorname,reportyear,generalwaste,bizgeneralwaste,incinprocqt,buttomdustqt,flyashsolidqt,eqeffgasacqt,actelecqt,actsoldelecqt,actsoldelecpct,soldelecincome,operationhour,nooprthour,dsnprocqt,dustlandfillqt,applyno
高雄市政府環境保護局南區資源回收廠,2004,213038.9,275323.7,453592.7,88024.83,26107.53,130760,237042.7,184902.4,78.004000,231329.9,25565,9571,,114121.3,wepe5641
高雄市政府環境保護局南區資源回收廠,2003,221880.4,213281.1,390853,73018.16,21076.8,187600,192737,142828.8,74.106000,200171.2,23855,11185,,62511.64,wepe5641
高雄市政府環境保護局中區資源回收廠,2021,213843.2,0,205153.2,21074.25,9062.41,90538,74086.39,49269,66.502000,106795.5,18122,8158,,9062.41,WEPE5004
高雄市政府環境保護局中區資源回收廠,2020,225399.8,0,205984.5,23760.35,10374.86,89329,61404.74,41335.96,67.317000,72390.02,17995,8357,,10374.86,WEPE5004
高雄市政府環境保護局中區資源回收廠,2019,242428.4,0,209877.7,31060.81,11976.26,90277.26,71617.12,46202.13,64.513000,79812.98,17735,8545,,11976.26,WEPE5004
高雄市政府環境保護局中區資源回收廠,2018,218521,0,188568.2,23387.94,9443.36,93787,59172.17,39890.44,67.414000,67694.98,16237,10043,,9443.36,WEPE5004
高雄市政府環境保護局中區資源回收廠,2017,234197.6,0,224688.5,25991.98,11487.11,118151,70202.87,46064.03,65.616000,90216.14,20160,6120,,25793.81,WEPE5004
高雄市政府環境保護局中區資源回收廠,2016,232464.2,0,213472.9,24951.58,10634.38,109396,51821.47,30518.13,58.891000,55550.3,18682,7670,,31301.91,WEPE5004
高雄市政府環境保護局中區資源回收廠,2015,230327.9,0,202815.7,24288.04,9549.73,100580,46299.66,29276.14,63.232000,60248.59,17357,8923,,11981.41,WEPE5004
高雄市政府環境保護局中區資源回收廠,2014,228343.6,0,196789.6,23032.86,10506.26,89391.48,59407.94,38737.82,65.206000,81159.4,16227,10053,,22714.81,WEPE5004
高雄市政府環境保護局中區資源回收廠,2013,200998.7,0,178042.3,22047.64,9387.66,85058,44411.64,27929.21,62.887000,55022.41,14845,11435,,31415.09,WEPE5004
高雄市政府環境保護局中區資源回收廠,2012,208423.2,0,177793.1,23378.26,9232.47,85703.99,56674.83,37743.09,66.596000,66418.24,16505,9847,,16870.78,WEPE5004
高雄市政府環境保護局中區資源回收廠,2011,174293.7,0,158602.4,23694.86,7480.87,70992.97,39191.1,25727.81,65.647000,41798.71,15224,11056,,26528.4,WEPE5004
高雄市政府環境保護局中區資源回收廠,2010,125213.4,0,96668.6,13246.36,4737.13,42694.07,9473.81,6017.82,63.521000,8625.627,8330,17950,,11295.87,WEPE5004
高雄市政府環境保護局中區資源回收廠,2009,247149,0,203472.8,25125.83,9810.05,87425.93,67193.47,43344.83,64.508000,73592.53,15718,10562,,9810.05,WEPE5004
高雄市政府環境保護局中區資源回收廠,2008,261466.7,0,205196.7,25996.33,9701.01,91597.87,69330.86,45409.71,65.497000,68121.18,16034,10318,,24546.42,WEPE5004
高雄市政府環境保護局中區資源回收廠,2007,265451.7,0,215784.8,26074.27,10947.14,113898.8,68617.06,45104.68,65.734000,61290.05,16297,9983,,37021.15,WEPE5004
高雄市政府環境保護局中區資源回收廠,2006,263682.4,0,220307,27363.75,11455.83,100519.2,81571.5,49357.37,60.508000,70314.53,17305,8975,,38829.31,WEPE5004
高雄市政府環境保護局中區資源回收廠,2005,278205.1,0,241812.4,30952.95,12777.28,120833.2,88435.29,53835.19,60.875000,74540,18344,7936,,43730.18,WEPE5004
高雄市政府環境保護局中區資源回收廠,2004,277327.2,0,242063,29938.01,12212.96,135438,57104.33,35171.47,61.592000,49492.31,19059,7293,,42150.97,WEPE5004
高雄市政府環境保護局中區資源回收廠,2003,293217.7,0,245923,30040.25,8101.77,128590,78147.55,48078.26,61.522000,66539.41,18828,7452,,26688.2,wepe5004
高雄市岡山垃圾資源回收(焚化)廠,2021,158107,187259.3,343792.9,50246.8,19744.82,221057.6,225921.2,182484.7,80.774000,400477,24518,1762,,19744.82,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2020,146402.4,203996.5,347578,57155.46,24295.16,215094.5,227232.1,177500.6,78.114000,339433,23838,2514,,24295.16,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2019,155533.8,211834.8,362618.6,71212.13,25866.71,213318.6,225628,177784.3,78.795000,336588,23593,2687,,25866.71,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2018,152976.3,173452.1,334157,59762.18,20156.89,207398.6,196254.7,151648.2,77.271000,292057,22940,3340,,25365.09,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2017,172396.8,49922.85,225867.2,34952.06,14799.79,169977.3,120867.8,83580.9,69.151000,139331,18665,7615,,31220.24,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2016,113923.8,148971.7,284293,42654.86,16217.75,197292.4,143972.3,96827.4,67.254000,188331,21735,4617,,34814.57,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2015,128215.7,180741.4,322821.8,56406.35,16938.08,207178,170132.1,124152.8,72.974000,275266,22883,3397,,16938.08,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2014,112858.7,172828.5,295494.1,54245,13966.12,201683.7,157508.3,117138.6,74.370000,264570,22265,4015,,53026.06,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2013,110397.5,193197.2,314713.1,64232.81,15931.59,201876,162329.9,111638.2,68.772000,254141,22294,3986,,80164.4,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2012,141690,195319.4,346537.8,69177.6,20791.37,215447.4,179160.7,130046,72.586000,283514,23810,2542,,84977.42,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2011,137979.3,191586,327320.3,70327.54,19792.24,206690.1,171631.6,126765.5,73.859000,258933,22842,3438,,81965.15,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2010,133944.8,191936.7,307782.6,63076.13,20523.17,207584.1,175748.7,131944.5,75.076000,265613,22885,3395,,83599.3,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2009,121605,186247.9,300474.4,58658.46,17157.75,197901.8,162160.6,120902.2,74.557000,233519.8,21908,4372,,75816.21,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2008,130936.9,145998.2,301235.6,47598.58,15384.32,185649.4,157733.5,117643.5,74.584000,182262.3,20614,5738,,55287.96,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2007,153662.5,142711.6,307171.4,50184.85,15274.14,156683.4,166487.4,126116.5,75.751000,126116.5,21210,5070,,43157.75,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2006,103822.4,164206.3,273450.1,42982.75,12067.68,135048.9,161980.9,123878.4,76.477000,126961.5,19835,6445,,54292.81,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2005,204149.4,140233.8,335541.9,55616.6,14636.61,143419.9,186497.2,146204.8,78.395000,146204.8,21035,5245,,70253.21,WEPS1656
高雄市岡山垃圾資源回收(焚化)廠,2004,191257,139557.2,330880.6,52264.41,13519.67,137245.4,184211.9,144635.5,78.516000,144576.4,20169,6183,,65473.19,weps1656
高雄市岡山垃圾資源回收(焚化)廠,2003,223502.9,160638.1,366980,69137.69,16837.99,145446.2,204285.6,163813.7,80.189000,163813.7,21429,4851,,89959.87,weps1656
高雄市仁武垃圾資源回收(焚化)廠,2021,295869.7,102229.4,402992.6,62840.06,22645.08,195200,248534.6,200496.3,80.671000,392051.6,23818,2462,,23048.48,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2020,258743.6,148720.6,416277.6,72802.33,21594.26,196300,247302.7,198768.5,80.375000,374490.3,23491,2861,,24082.28,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2019,282020.7,145218.6,415968.4,83268.17,29211.63,162200,240636.6,194076.5,80.651000,363834,23074,3206,,31216.87,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2018,225457.4,203360.5,398870.5,82369.97,21006.92,141300,248364.3,200802.3,80.850000,377999.6,23297,2983,,24897.14,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2017,269282.3,148589.5,420963,73659.56,21882.77,124010,252167.1,204420,81.065000,362663.6,23641,2639,,69972.55,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2016,186930.8,246410.2,421507.5,74130.24,20939.61,150870,243775.5,197431.6,80.989000,369278.7,23220,3132,,55915.57,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2015,187143.8,265327.9,424346.8,83134.14,21126.48,157180,250237.2,201776.4,80.634000,443143.3,23248,3032,,28811.07,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2014,182538.9,268076.1,425679.5,80139.95,24599.01,155820,249592.8,201834.6,80.866000,461513.6,23462.5,2817.5,,63498.27,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2013,183003.3,244313,391243.9,77070.06,21333.18,142790,220241,175491.1,79.681000,369440.4,21810.5,4469.5,,98403.24,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2012,182736.3,266366.8,434466.8,78845.52,22930.84,157270,234038.5,187555.2,80.139000,364314,22856.5,3495.5,,69650.66,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2011,185131.2,266818.3,443461,77150.88,24226.03,193300.1,238519.7,192461.9,80.690000,352681.5,23167,3113,,89510.4,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2010,211222.7,240981.8,441411.1,68990.06,25721.29,210820,244507,198377.1,81.134000,238052.5,22911.5,3368.5,,94711.35,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2009,204116.5,171019.8,349248.1,53975.2,19279.65,155340,182945.8,144435.6,78.950000,170322.7,19232.5,7047.5,,73254.85,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2008,206423,167601.8,378263.3,56227.73,18898.17,145660,207232,164930.8,79.588000,198577,20925,5427,,63703.78,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2007,203377.4,224084,422433.8,64949.37,25124.72,284690,233786.4,188032.2,80.429000,236238.6,23158,3122,,62109.35,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2006,186022.9,185183.5,380822.2,58464.31,21659.91,231220,215310.8,172583,80.155000,207099.6,20812,5468,,77773.56,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2005,188021.9,192394.1,367571.8,66769.46,17786.45,238590,217143,175184.6,80.677000,210221.5,20484,5796,,84555.91,WEPS2225
高雄市仁武垃圾資源回收(焚化)廠,2004,206660.3,227336.2,388598.8,68457.82,18246.35,192139.9,230417.3,185552.3,80.529000,177452.7,21534,4818,,86102.22,weps2225
高雄市仁武垃圾資源回收(焚化)廠,2003,233635.4,144984.9,338023,64898.75,14294.49,171820,182830.5,150833.3,82.499000,0,18628,7652,,70879.3,WEPS2225
桃園市垃圾焚化廠,2021,367511.5,41400.53,415434.8,59806.05,17462.64,241240,252594.9,218186.8,86.378000,450251.8,15932,1588,,17462.64,WEPH4335
桃園市垃圾焚化廠,2020,378192.1,48459.42,427118.8,61252.15,18742.17,237990,260581.9,226406,86.885000,465681.6,15726,1842,,18742.17,WEPH4335
桃園市垃圾焚化廠,2019,373022.9,56306.07,427231.2,60633.85,18134.81,242940,265394.6,231717.5,87.311000,479467.5,15803,1717,,18116.23,WEPH4335
桃園市垃圾焚化廠,2018,380212,60808.7,439825.1,58307.92,19502.75,245810,252360.4,221293,87.689000,446307.3,16107,1413,,19502.75,WEPH4335
桃園市垃圾焚化廠,2017,411119.9,29843,440703.9,60425.93,19345.76,246050,270666.5,236517.3,87.383000,415292.1,16056,1464,,19345.76,WEPH4335
桃園市垃圾焚化廠,2016,374306.5,51360.47,416432.4,57601.08,18553.49,229860,242010.1,211774.5,87.506000,390669,15092,2476,,18553.49,WEPH4335
桃園市垃圾焚化廠,2015,381471.9,58840.25,433255.6,59566.59,18994.64,238410,186304.5,163259.5,87.630000,365688.5,15812,1708,,18994.64,WEPH4335
桃園市垃圾焚化廠,2014,379187.3,63214.85,433480.2,60694.59,18390.33,231330,265513.3,232348.5,87.509000,522221.8,15787,1733,,40538.06,WEPH4335
桃園市垃圾焚化廠,2013,379329.9,62674.1,435095.1,63509.21,18589.36,231840,263935.7,230515.4,87.338000,503481,16084,1436,,82098.57,WEPH4335
桃園市垃圾焚化廠,2012,380359.1,60869.84,435505.1,67022.42,17763.6,233290,248022.7,217098.5,87.532000,429600,15805,1763,,33206.63,WEPH4335
桃園市垃圾焚化廠,2011,379117.5,59421.53,433400.3,68331.62,18287.79,235580,256889.3,223713.7,87.086000,442829,16070,1450,,18287.79,WEPH4335
桃園市垃圾焚化廠,2010,379068.6,59393.22,433740.6,70695.13,19084.61,231330,256842.4,223195.7,86.900000,451215,16169,1351,,19084.61,WEPH4335
桃園市垃圾焚化廠,2009,373613.6,59015.79,429715.1,70727.35,18798.63,229540,250148.7,216773.5,86.658000,425764,16082,1438,,18798.63,WEPH4335
桃園市垃圾焚化廠,2008,375000.2,58956.36,430379.7,71730.87,18486.86,229160,251619.2,218722.8,86.926000,366926,16165,1403,,18486.86,WEPH4335
桃園市垃圾焚化廠,2007,382716.3,58241.2,438707.3,70222.31,21542.67,233660,261876,227917.3,87.033000,325013,16016,1504,,21542.67,WEPH4335
桃園市垃圾焚化廠,2006,383036.4,58215.56,433413.8,75900.44,20201.15,221160,257397.1,224622.4,87.267000,308778,15764,1756,,20201.15,WEPH4335
桃園市垃圾焚化廠,2005,378588.2,58784.74,431713.4,62721.83,20190.67,214850.1,263755.1,229874.9,87.155000,313350,15928,1592,,20190.67,WEPH4335
桃園市垃圾焚化廠,2004,381489.1,58412.52,438347.8,70988.61,21612.98,230010,262506.6,227917.8,86.824000,311158.8,16096,1472,,92601.59,WEPH4335
桃園市垃圾焚化廠,2003,382688.8,54969.78,436564,78696.03,22813.08,227900,252001,218639.4,86.761000,301856,16095,1425,,12976.11,weph4335
苗栗縣垃圾焚化廠,2021,146730.3,12622.55,156864.8,18800.01,7241.11,77640,92382.59,75543.98,81.773000,151811,16386,1134,,7476.18,WEPK0322
苗栗縣垃圾焚化廠,2020,149606.5,12573.41,161094.6,19655.77,6981.67,77938.46,93427.16,76713.42,82.110000,149709.4,16493,1075,,6981.67,WEPK0322
苗栗縣垃圾焚化廠,2019,150986.5,13485.24,164114.4,20562.17,7487.72,76859.67,92844.18,75979.24,81.835000,145635.9,16251,1269,,7487.72,WEPK0322
苗栗縣垃圾焚化廠,2018,152151.2,17796.53,167461.6,20003.71,7084.81,77561.28,94821.1,77127.89,81.340000,150606.5,16419.5,1100.5,,8386.14,WEPK0322
苗栗縣垃圾焚化廠,2017,150182.9,20104.66,167628.5,21016.11,7642.33,77671.57,95033.37,76039.93,80.014000,139840.1,16423,1097,,11113.88,WEPK0322
苗栗縣垃圾焚化廠,2016,149387.5,21940.96,168124.9,22581.26,7588.93,78827.57,94769.9,74033.56,78.119000,143560.9,16681,887,,7668.76,WEPK0322
苗栗縣垃圾焚化廠,2015,155217.6,22699.98,170475.9,23291.92,7925.22,79462.61,95540.88,75020.1,78.521000,168704.2,16790,730,,8709.3,WEPK0322
苗栗縣垃圾焚化廠,2014,150496.2,25907.77,171044.8,24719.99,8388.82,79322.96,95316.69,75170.5,78.864000,177758.7,16789,731,,21822.42,WEPK0322
苗栗縣垃圾焚化廠,2013,137826.8,31994.12,165184.9,24338.23,7751.99,77917.7,94193.96,73698.98,78.242000,162016.9,16458,1062,,11932.54,WEPK0322
苗栗縣垃圾焚化廠,2012,134036.6,33293.32,166400.5,24709.31,7713.98,78545.7,96007.63,75402.4,78.538000,152613.7,16567,1001,,12122.46,WEPK0322
苗栗縣垃圾焚化廠,2011,136657.4,34634.35,163453.4,24904.98,6932.06,78291.6,93279.79,73267.51,78.546000,150205.3,16602,918,,11489.05,WEPK0322
苗栗縣垃圾焚化廠,2010,146276.2,20099.72,157607.4,22268.46,7146.92,76737.3,84924.6,64991.3,76.528000,132959,16535,985,,23297.57,WEPK0322
苗栗縣垃圾焚化廠,2009,163257,0,156632.8,25786.33,7220.42,80706.7,78481.21,59199,75.431000,114509.8,16478,1042,,26888.75,WEPK0322
苗栗縣垃圾焚化廠,2008,145954.2,0,133910.6,25096.54,11587.52,105055.4,63821.8,47964.5,75.154000,76458.42,13645,1043,,36684.06,WEPK0322
屏東縣崁頂垃圾資源回收(焚化)廠,2021,148651.6,122808,267923.4,38626.4,13019.96,146930,102807.8,70311.1,68.391000,131059.9,16309,1211,,13019.96,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2020,150549.7,127401.3,274561.8,40358.97,15734.87,144783,145799.8,110671.2,75.906000,206239,16011,1557,,15734.87,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2019,186748.3,68767.13,251041.1,37460.35,13508.24,151137.4,132093.3,97740.3,73.993000,176423.1,14975,2545,,13508.24,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2018,221590.5,42493.48,253357.9,39835.51,12121.31,162812.6,132938.7,98216,73.881000,190996.4,15390,2130,,25862.73,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2017,121247,36768.16,154707.5,25546.54,6323.43,97482,76559.7,48469.7,63.310000,79913.59,10740,6780,,31869.97,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2016,134798.6,63646.83,204575,33619.7,8539.58,129729,106558.5,77121.2,72.375000,140237.9,12949,4619,,13938.01,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2015,185470.6,56569.46,237002.5,40542.41,11582.62,159860,122086.6,88475.9,72.470000,191074.1,14664,2856,,11582.62,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2014,184915.9,54093.95,221129.9,37538.51,12076.15,185940,116366.9,82922.9,71.260000,188449.9,13959,3561,,12076.15,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2013,205951.9,48007.82,238907.5,41211.84,13767.18,223210,118675.2,85181.2,71.777000,178121.8,14860,2660,,13767.18,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2012,202090,43763.76,237593.5,39886.75,12383.26,189500,109540.3,77021.3,70.313000,145223.7,14427,3141,,12383.26,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2011,220468.7,45602.67,251974,44061.63,14363.14,212230,123059.8,89153.8,72.448000,165961.3,14834,2686,,14363.14,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2010,218474.2,44772.22,253288,40833.49,13364.13,228750,121897.6,88874.5,72.909000,169816.3,15622,1898,,13364.13,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2009,206275.3,38003.85,234025.4,35515.45,10930.53,207870,111886.7,81569.1,72.903000,154579.4,13889,3631,,10930.53,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2008,190793.8,52175.22,239654.3,39803.36,9872.03,214620,122496.7,90208.7,73.642000,141997.4,13593,3975,,11232.7,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2007,219840.5,55783.78,262281.3,42543.12,12265.09,255160,146239.7,110331.1,75.445000,147648.7,15123,2397,,54808.21,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2006,228101.3,45348.76,261370,47527.07,14069.99,219580,145421.4,110632.4,76.077000,151362.4,15168,2352,,61597.06,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2005,315162.7,16632.26,296549.5,56671.32,16977,213581.1,154192.9,118974.8,77.160000,153053.5,16066.5,1453.5,,73648.32,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2004,240210,82311.57,282268.5,45649.04,20032.78,203073.8,140322.4,104826.4,74.704000,139567.2,15958,1610,,65681.82,WEPT5929
屏東縣崁頂垃圾資源回收(焚化)廠,2003,212123.3,73136.6,256684.6,48835.83,14162.88,226286.4,117118.5,85362.9,72.886000,113231.8,17520,0,,53591.08,wept5929
宜蘭縣利澤垃圾資源回收(焚化)廠,2021,111834,85706.65,200913.3,27726.22,11024.97,98965,108838,89757.7,82.469000,173955.5,16448,1072,,11573.47,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2020,117386.3,80595.99,200291,21981.3,8003.35,99500,109529.9,90089.3,82.251000,167411.5,16512,1056,,9013.65,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2019,120183.8,82712.12,202111.2,26014.5,8106.2,98670,107890.4,88150.1,81.703000,164274.6,16417,1103,,8563.48,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2018,128998,74137.79,206548.9,25361.76,7988.64,99033,105335.7,85944.4,81.591000,158606.3,16418,1102,,9088.19,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2017,192149.1,16692.61,209904.1,29122.77,9830.61,100012,108599,87600,80.664000,154748.2,16580,940,,11600.55,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2016,173102.4,47813.3,208992.1,32376.77,8622.8,101784,111516.9,90513.3,81.166000,161437.8,16581,987,,10594.92,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2015,168900.6,55653.25,209380.2,33609.88,10259.04,102234,115211.4,94504.3,82.027000,200051.3,16755,765,,12400.12,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2014,157794.8,57718.22,207237.9,30531.37,10200.69,101041,112434,91726.2,81.582000,199468.5,16581,939,,10200.69,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2013,159905.8,60154.01,205014.9,31252.77,9524.99,102840,110901.6,89126.1,80.365000,184334.5,16475,1045,,9524.99,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2012,151022.7,66123.84,202728.5,29746.58,9921.41,106126,110156.7,88567.4,80.401000,167952.1,16327,1241,,9945.19,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2011,134976.6,77143.3,199732.2,28953.15,9629.01,98473,107838.7,86439.1,80.156000,160472,16298,1222,,36100.29,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2010,156807.5,63229.43,207902.6,32871.19,10084.31,101121,109808.4,86868.7,79.109000,163758.8,16673,847,,42955.5,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2009,150901.6,65340.57,208524.1,31846.44,10201.42,117749,109436.5,86482.35,79.025000,155458.9,16371,1149,,42047.86,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2008,151609.7,52308.17,207651.3,33843.47,9331.49,106479,109570.9,86319.5,78.780000,136042.8,16666,902,,38002.44,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2007,152526,58895.48,215105.8,28523.44,8831.24,150231,117946.9,93249.8,79.061000,136818.3,16772,748,,34537.99,WEPG3008
宜蘭縣利澤垃圾資源回收(焚化)廠,2006,89788.29,47530.67,138798.6,17912.5,6816.04,168979,72628.89,55032.1,75.772000,71581.51,11419,1493,,24728.54,WEPG3008
