sampledate,areaname,county,siteid,sitename,sampleaddress,sampleitem,samplevalue,itemunit
2016/03/28,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.022801,"pg I-TEQ/m3"
2016/03/28,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0192478,"pg I-TEQ/m3"
2016/03/21,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.015145,"pg I-TEQ/m3"
2016/03/21,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0160345,"pg I-TEQ/m3"
2016/03/21,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0090316,"pg I-TEQ/m3"
2016/03/21,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0210594,"pg I-TEQ/m3"
2016/03/21,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0064666,"pg I-TEQ/m3"
2016/03/21,北部空品區,新北市,2,汐止站,忠厚市場,戴奧辛,0.0044052,"pg I-TEQ/m3"
2015/10/06,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0087047,"pg I-TEQ/m3"
2015/10/05,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0043016,"pg I-TEQ/m3"
2015/10/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0066016,"pg I-TEQ/m3"
2015/10/09,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0145500578703704,"pg I-TEQ/m3"
2015/10/12,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0564214214214214,"pg I-TEQ/m3"
2015/10/09,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0263666544834308,"pg I-TEQ/m3"
2015/10/13,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0351077118785452,"pg I-TEQ/m3"
2015/10/12,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0308305976430976,"pg I-TEQ/m3"
2015/10/13,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0489949094115761,"pg I-TEQ/m3"
2015/10/09,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0364280227536954,"pg I-TEQ/m3"
2015/10/16,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0296284059389786,"pg I-TEQ/m3"
2015/10/16,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0914269547325103,"pg I-TEQ/m3"
2015/10/16,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0372302874141109,"pg I-TEQ/m3"
2015/10/12,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0423951,"pg I-TEQ/m3"
2015/10/12,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0357218,"pg I-TEQ/m3"
2015/10/12,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0248496,"pg I-TEQ/m3"
2015/10/12,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.021654,"pg I-TEQ/m3"
2015/10/12,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.038165,"pg I-TEQ/m3"
2015/10/12,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0192662,"pg I-TEQ/m3"
2015/10/05,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0144006,"pg I-TEQ/m3"
2015/10/05,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0349237,"pg I-TEQ/m3"
2015/10/05,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0457839,"pg I-TEQ/m3"
2015/10/05,北部空品區,台北市,16,大同站,重慶北路與民權西路交叉口,戴奧辛,0.0066892,"pg I-TEQ/m3"
2015/10/05,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0069432,"pg I-TEQ/m3"
2015/10/05,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0077624,"pg I-TEQ/m3"
2015/08/04,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0096054,"pg I-TEQ/m3"
2015/08/03,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0137535,"pg I-TEQ/m3"
2015/08/03,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0140094,"pg I-TEQ/m3"
2015/08/24,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0115381581132702,"pg I-TEQ/m3"
2015/08/18,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0224764384920635,"pg I-TEQ/m3"
2015/08/10,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0217221003898635,"pg I-TEQ/m3"
2015/08/14,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0224580055719436,"pg I-TEQ/m3"
2015/08/10,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.024112585118751,"pg I-TEQ/m3"
2015/08/14,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.026248079411289,"pg I-TEQ/m3"
2015/08/14,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0243556754298942,"pg I-TEQ/m3"
2015/08/11,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.020555350704687,"pg I-TEQ/m3"
2015/08/11,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0438714499252616,"pg I-TEQ/m3"
2015/08/11,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0241028829047388,"pg I-TEQ/m3"
2015/08/10,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0110103,"pg I-TEQ/m3"
2015/08/10,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0073555,"pg I-TEQ/m3"
2015/08/10,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0163848,"pg I-TEQ/m3"
2015/08/10,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.016356,"pg I-TEQ/m3"
2015/08/10,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0160064,"pg I-TEQ/m3"
2015/08/10,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.010088,"pg I-TEQ/m3"
2015/08/03,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0295489,"pg I-TEQ/m3"
2015/08/03,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0354565,"pg I-TEQ/m3"
2015/08/03,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0280815,"pg I-TEQ/m3"
2015/08/03,北部空品區,台北市,16,大同站,重慶北路與民權西路交叉口,戴奧辛,0.0108982,"pg I-TEQ/m3"
2015/08/03,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0094523,"pg I-TEQ/m3"
2015/08/03,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.011276,"pg I-TEQ/m3"
2015/05/04,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0301611,"pg I-TEQ/m3"
2015/05/04,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0629781,"pg I-TEQ/m3"
2015/05/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0108438,"pg I-TEQ/m3"
2015/05/19,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.017397501668335,"pg I-TEQ/m3"
2015/05/22,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0245479844485369,"pg I-TEQ/m3"
2015/05/22,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0299580788949482,"pg I-TEQ/m3"
2015/05/15,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0509525305848835,"pg I-TEQ/m3"
2015/05/15,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0275608164983165,"pg I-TEQ/m3"
2015/05/15,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0291202660994328,"pg I-TEQ/m3"
2015/05/15,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0130362309854497,"pg I-TEQ/m3"
2015/05/11,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0318185894227561,"pg I-TEQ/m3"
2015/05/11,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0483996212121212,"pg I-TEQ/m3"
2015/05/11,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0357202439223364,"pg I-TEQ/m3"
2015/05/11,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0274463,"pg I-TEQ/m3"
2015/05/11,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0114076,"pg I-TEQ/m3"
2015/05/11,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0338573,"pg I-TEQ/m3"
2015/05/11,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0338525,"pg I-TEQ/m3"
2015/05/11,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0254183,"pg I-TEQ/m3"
2015/05/11,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0179506,"pg I-TEQ/m3"
2015/05/04,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0205697,"pg I-TEQ/m3"
2015/05/04,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0206472,"pg I-TEQ/m3"
2015/05/04,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0231119,"pg I-TEQ/m3"
2015/05/05,北部空品區,台北市,16,大同站,重慶北路與民權西路交叉口,戴奧辛,0.016572,"pg I-TEQ/m3"
2015/05/04,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.019217,"pg I-TEQ/m3"
2015/05/04,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0049672,"pg I-TEQ/m3"
2015/05/04,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0200316,"pg I-TEQ/m3"
2015/02/02,北部空品區,新北市,67,三重站,新北市三重區三和路重陽路交口,戴奧辛,0.0125818,"pg I-TEQ/m3"
2015/02/02,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0128915,"pg I-TEQ/m3"
2015/02/03,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0100899,"pg I-TEQ/m3"
2015/02/04,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.018231853505291,"pg I-TEQ/m3"
2015/02/05,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.058759906194404,"pg I-TEQ/m3"
2015/02/09,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.110978535353535,"pg I-TEQ/m3"
2015/02/13,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0889169472502806,"pg I-TEQ/m3"
2015/02/09,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.118623832165499,"pg I-TEQ/m3"
2015/02/13,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0802201646090535,"pg I-TEQ/m3"
2015/02/13,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.137668832823649,"pg I-TEQ/m3"
2015/02/09,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0923227038697891,"pg I-TEQ/m3"
2015/02/09,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.148661997126437,"pg I-TEQ/m3"
2015/02/09,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.124712678687459,"pg I-TEQ/m3"
2015/02/09,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0807539,"pg I-TEQ/m3"
2015/02/09,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0425633,"pg I-TEQ/m3"
2015/02/09,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.1007293,"pg I-TEQ/m3"
2015/02/09,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0692905,"pg I-TEQ/m3"
2015/02/09,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0622473,"pg I-TEQ/m3"
2015/02/09,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.095241,"pg I-TEQ/m3"
2015/02/02,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.2548998,"pg I-TEQ/m3"
2015/02/02,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0395362,"pg I-TEQ/m3"
2015/02/02,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0293726,"pg I-TEQ/m3"
2015/02/03,北部空品區,台北市,16,大同站,重慶北路與民權西路交叉口,戴奧辛,0.0112838,"pg I-TEQ/m3"
2015/02/02,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.029802,"pg I-TEQ/m3"
2015/02/02,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0168475,"pg I-TEQ/m3"
2015/02/02,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0301264,"pg I-TEQ/m3"
2014/10/13,北部空品區,新北市,70,永和站,永和中山公園,戴奧辛,0.0272713,"pg I-TEQ/m3"
2014/10/13,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.034594,"pg I-TEQ/m3"
2014/10/13,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0282251,"pg I-TEQ/m3"
2014/10/21,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.006,"pg I-TEQ/m3"
2014/10/06,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0434096482327076,"pg I-TEQ/m3"
2014/10/06,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0313892017017017,"pg I-TEQ/m3"
2014/10/17,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0533088235294118,"pg I-TEQ/m3"
2014/10/17,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0555873705459014,"pg I-TEQ/m3"
2014/10/13,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0831208777270421,"pg I-TEQ/m3"
2014/10/14,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0804839312406577,"pg I-TEQ/m3"
2014/10/13,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.157577519379845,"pg I-TEQ/m3"
2014/10/06,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0530585,"pg I-TEQ/m3"
2014/10/06,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0164112,"pg I-TEQ/m3"
2014/10/06,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0259065,"pg I-TEQ/m3"
2014/10/06,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0222138,"pg I-TEQ/m3"
2014/10/06,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0200112,"pg I-TEQ/m3"
2014/10/06,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0060769,"pg I-TEQ/m3"
2014/10/06,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0107601,"pg I-TEQ/m3"
2014/10/13,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0462911,"pg I-TEQ/m3"
2014/10/13,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0263996,"pg I-TEQ/m3"
2014/10/13,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.027829,"pg I-TEQ/m3"
2014/10/14,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0237735,"pg I-TEQ/m3"
2014/10/14,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0247059,"pg I-TEQ/m3"
2014/08/04,北部空品區,新北市,70,永和站,永和中山公園,戴奧辛,0.0075918,"pg I-TEQ/m3"
2014/08/04,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0065042,"pg I-TEQ/m3"
2014/08/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0009706,"pg I-TEQ/m3"
2014/08/12,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00965288204871538,"pg I-TEQ/m3"
2014/08/07,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.023041087962963,"pg I-TEQ/m3"
2014/08/07,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0201712962962963,"pg I-TEQ/m3"
2014/08/08,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.031130522338482,"pg I-TEQ/m3"
2014/08/12,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0357047672672673,"pg I-TEQ/m3"
2014/08/12,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.00862975823045268,"pg I-TEQ/m3"
2014/08/11,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.00823639367066597,"pg I-TEQ/m3"
2014/08/11,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.00826686204553177,"pg I-TEQ/m3"
2014/08/11,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0027745,"pg I-TEQ/m3"
2014/08/11,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0024047,"pg I-TEQ/m3"
2014/08/11,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0087861,"pg I-TEQ/m3"
2014/08/11,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0131518,"pg I-TEQ/m3"
2014/08/11,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0189783,"pg I-TEQ/m3"
2014/08/11,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0039336,"pg I-TEQ/m3"
2014/08/11,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0040435,"pg I-TEQ/m3"
2014/08/04,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0238316,"pg I-TEQ/m3"
2014/08/04,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0207177,"pg I-TEQ/m3"
2014/08/04,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0129918,"pg I-TEQ/m3"
2014/08/04,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0041783,"pg I-TEQ/m3"
2014/08/04,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0074973,"pg I-TEQ/m3"
2014/05/05,北部空品區,新北市,70,永和站,永和中山公園,戴奧辛,0.0228396,"pg I-TEQ/m3"
2014/05/05,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0105302,"pg I-TEQ/m3"
2014/05/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0096521,"pg I-TEQ/m3"
2014/05/12,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00786825638423812,"pg I-TEQ/m3"
2014/05/23,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0331890611541774,"pg I-TEQ/m3"
2014/05/16,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.017931920359666,"pg I-TEQ/m3"
2014/05/16,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0259882079388806,"pg I-TEQ/m3"
2014/05/16,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0290070607136817,"pg I-TEQ/m3"
2014/05/23,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0401541095890411,"pg I-TEQ/m3"
2014/05/23,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0323338525441329,"pg I-TEQ/m3"
2014/05/23,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0485375064004096,"pg I-TEQ/m3"
2014/05/12,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0059112,"pg I-TEQ/m3"
2014/05/12,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.011665,"pg I-TEQ/m3"
2014/05/12,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0189376,"pg I-TEQ/m3"
2014/05/12,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0219546,"pg I-TEQ/m3"
2014/05/12,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0204178,"pg I-TEQ/m3"
2014/05/12,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0120749,"pg I-TEQ/m3"
2014/05/12,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0049927,"pg I-TEQ/m3"
2014/05/05,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.027367,"pg I-TEQ/m3"
2014/05/05,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0140439,"pg I-TEQ/m3"
2014/05/05,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0175873,"pg I-TEQ/m3"
2014/05/06,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0025714,"pg I-TEQ/m3"
2014/05/06,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0129963,"pg I-TEQ/m3"
2014/03/03,北部空品區,新北市,70,永和站,永和中山公園,戴奧辛,0.0251055,"pg I-TEQ/m3"
2014/03/03,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0097682,"pg I-TEQ/m3"
2014/03/03,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0128461,"pg I-TEQ/m3"
2014/02/24,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.015203788263149,"pg I-TEQ/m3"
2014/02/13,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0230432098765432,"pg I-TEQ/m3"
2014/02/13,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0352036217633563,"pg I-TEQ/m3"
2014/02/13,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0421950017146776,"pg I-TEQ/m3"
2014/02/14,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0492263096429763,"pg I-TEQ/m3"
2014/02/14,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0520280697364031,"pg I-TEQ/m3"
2014/02/24,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0919984212322922,"pg I-TEQ/m3"
2014/02/24,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學,戴奧辛,0.190943698437774,"pg I-TEQ/m3"
2014/02/24,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.112402821453529,"pg I-TEQ/m3"
2014/02/24,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0914629,"pg I-TEQ/m3"
2014/02/24,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0451301,"pg I-TEQ/m3"
2014/02/24,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.1102232,"pg I-TEQ/m3"
2014/02/24,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0684735,"pg I-TEQ/m3"
2014/02/24,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.1142704,"pg I-TEQ/m3"
2014/02/24,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0623868,"pg I-TEQ/m3"
2014/02/24,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.1848671,"pg I-TEQ/m3"
2014/03/03,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0306029,"pg I-TEQ/m3"
2014/03/03,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0241579,"pg I-TEQ/m3"
2014/03/03,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0152874,"pg I-TEQ/m3"
2014/03/04,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0125895,"pg I-TEQ/m3"
2014/03/04,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0125955,"pg I-TEQ/m3"
2013/10/11,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0200706440371747,"pg I-TEQ/m3"
2013/10/14,北部空品區,桃園市,68,中壢站,中壢國小,戴奧辛,0.053372,"pg I-TEQ/m3"
2013/10/14,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0132302,"pg I-TEQ/m3"
2013/10/14,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0111978,"pg I-TEQ/m3"
2013/10/15,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00754586581949211,"pg I-TEQ/m3"
2013/10/15,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0379212745432579,"pg I-TEQ/m3"
2013/10/11,高屏空品區,高雄市,57,前鎮站,獅甲國中,戴奧辛,0.0193169625416279,"pg I-TEQ/m3"
2013/10/07,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0296501162206471,"pg I-TEQ/m3"
2013/10/11,高屏空品區,高雄市,50,鳳山站,曹公國小,戴奧辛,0.0236848312948415,"pg I-TEQ/m3"
2013/10/07,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0499714806829046,"pg I-TEQ/m3"
2013/10/07,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0342445493349982,"pg I-TEQ/m3"
2013/10/07,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0355122367075626,"pg I-TEQ/m3"
2013/10/07,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0436247078167405,"pg I-TEQ/m3"
2013/10/07,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.053511,"pg I-TEQ/m3"
2013/10/07,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0225356,"pg I-TEQ/m3"
2013/10/07,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0419971,"pg I-TEQ/m3"
2013/10/07,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0175963,"pg I-TEQ/m3"
2013/10/07,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0548753,"pg I-TEQ/m3"
2013/10/07,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0270366,"pg I-TEQ/m3"
2013/10/07,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0310135,"pg I-TEQ/m3"
2013/10/14,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0484167,"pg I-TEQ/m3"
2013/10/14,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0233791,"pg I-TEQ/m3"
2013/10/14,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0119966,"pg I-TEQ/m3"
2013/10/15,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0084088,"pg I-TEQ/m3"
2013/10/15,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0143293,"pg I-TEQ/m3"
2013/08/20,高屏空品區,高雄市,71,復興站,復興國小,戴奧辛,0.0143783646026889,"pg I-TEQ/m3"
