sampledate,areaname,county,siteid,sitename,sampleaddress,sampleitem,samplevalue,itemunit
2022/02/14,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00602230142566192,"pg I-TEQ/m3"
2022/02/08,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0110679,"pg I-TEQ/m3"
2022/02/08,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0038283,"pg I-TEQ/m3"
2022/02/07,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0361263374485597,"pg I-TEQ/m3"
2022/02/07,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.026798240339907,"pg I-TEQ/m3"
2022/02/07,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.02657170781893,"pg I-TEQ/m3"
2022/02/21,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0228486373928514,"pg I-TEQ/m3"
2022/02/21,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0255845905172414,"pg I-TEQ/m3"
2022/02/21,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.110216115900383,"pg I-TEQ/m3"
2022/02/21,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0226184581320451,"pg I-TEQ/m3"
2022/02/14,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0228807,"pg I-TEQ/m3"
2022/02/14,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0168441,"pg I-TEQ/m3"
2022/02/14,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.015222,"pg I-TEQ/m3"
2022/02/14,中部空品區,台中市,32,西屯站,啟聰學校,戴奧辛,0.0137607,"pg I-TEQ/m3"
2022/02/14,中部空品區,台中市,30,大里站,大里大新圖書館,戴奧辛,0.0170559,"pg I-TEQ/m3"
2022/02/14,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0092196,"pg I-TEQ/m3"
2022/02/14,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0132983,"pg I-TEQ/m3"
2022/02/14,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0392175,"pg I-TEQ/m3"
2022/02/14,北部空品區,桃園市,17,桃園站,西門國小,戴奧辛,0.0070968,"pg I-TEQ/m3"
2022/02/14,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0065182,"pg I-TEQ/m3"
2022/02/08,北部空品區,新北市,2,汐止站,忠厚市場,戴奧辛,0.0050063,"pg I-TEQ/m3"
2022/02/08,北部空品區,新北市,3,萬里站,萬里綜合商場,戴奧辛,0.0040139,"pg I-TEQ/m3"
2021/08/23,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.006,"pg I-TEQ/m3"
2021/08/16,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.005386,"pg I-TEQ/m3"
2021/08/16,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0090952,"pg I-TEQ/m3"
2021/08/02,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.014,"pg I-TEQ/m3"
2021/08/02,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.007,"pg I-TEQ/m3"
2021/08/02,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.014,"pg I-TEQ/m3"
2021/08/28,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0005,"pg I-TEQ/m3"
2021/08/27,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.015,"pg I-TEQ/m3"
2021/08/28,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.01,"pg I-TEQ/m3"
2021/08/27,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.015,"pg I-TEQ/m3"
2021/08/27,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0187993,"pg I-TEQ/m3"
2021/08/27,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0316028,"pg I-TEQ/m3"
2021/08/27,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0802491,"pg I-TEQ/m3"
2021/08/27,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0329513,"pg I-TEQ/m3"
2021/08/27,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0391466,"pg I-TEQ/m3"
2021/08/16,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0130527,"pg I-TEQ/m3"
2021/08/16,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0108158,"pg I-TEQ/m3"
2021/08/16,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0159674,"pg I-TEQ/m3"
2021/08/16,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0450152,"pg I-TEQ/m3"
2021/08/16,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0101539,"pg I-TEQ/m3"
2021/08/16,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0171378,"pg I-TEQ/m3"
2021/08/16,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0113065,"pg I-TEQ/m3"
2021/02/17,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00903150161030596,"pg I-TEQ/m3"
2021/02/23,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0110385,"pg I-TEQ/m3"
2021/02/23,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0050837,"pg I-TEQ/m3"
2021/02/01,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0485075536062378,"pg I-TEQ/m3"
2021/02/01,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0510185185185185,"pg I-TEQ/m3"
2021/02/01,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0373241938058748,"pg I-TEQ/m3"
2021/02/17,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0456682769726248,"pg I-TEQ/m3"
2021/02/17,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0325899758454106,"pg I-TEQ/m3"
2021/02/17,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0432794238683128,"pg I-TEQ/m3"
2021/02/17,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0365849030360833,"pg I-TEQ/m3"
2021/02/23,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0243395,"pg I-TEQ/m3"
2021/02/23,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0429456,"pg I-TEQ/m3"
2021/02/23,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0260985,"pg I-TEQ/m3"
2021/02/23,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.034459,"pg I-TEQ/m3"
2021/02/23,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0422878,"pg I-TEQ/m3"
2021/02/23,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.223655,"pg I-TEQ/m3"
2021/02/23,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0453676,"pg I-TEQ/m3"
2021/02/23,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0331241,"pg I-TEQ/m3"
2021/02/23,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0503003,"pg I-TEQ/m3"
2021/02/23,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0183623,"pg I-TEQ/m3"
2021/02/23,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0119389,"pg I-TEQ/m3"
2021/02/23,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0078773,"pg I-TEQ/m3"
2020/09/21,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00539276204308884,"pg I-TEQ/m3"
2020/10/05,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0026988,"pg I-TEQ/m3"
2020/10/05,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0033935,"pg I-TEQ/m3"
2020/09/21,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0221236065172118,"pg I-TEQ/m3"
2020/09/21,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0213426458679623,"pg I-TEQ/m3"
2020/09/21,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0197810241332843,"pg I-TEQ/m3"
2020/09/14,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0244182253602543,"pg I-TEQ/m3"
2020/09/14,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0240790543562223,"pg I-TEQ/m3"
2020/09/14,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0217603126448405,"pg I-TEQ/m3"
2020/09/14,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0683206829102352,"pg I-TEQ/m3"
2020/10/05,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0378716,"pg I-TEQ/m3"
2020/10/05,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0096636,"pg I-TEQ/m3"
2020/10/05,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0123053,"pg I-TEQ/m3"
2020/10/05,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0037078,"pg I-TEQ/m3"
2020/10/05,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0055929,"pg I-TEQ/m3"
2020/10/05,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0052241,"pg I-TEQ/m3"
2020/10/05,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0104238,"pg I-TEQ/m3"
2020/10/05,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0135972,"pg I-TEQ/m3"
2020/10/05,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0066371,"pg I-TEQ/m3"
2020/10/05,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0029355,"pg I-TEQ/m3"
2020/10/05,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0023062,"pg I-TEQ/m3"
2020/10/05,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0024512,"pg I-TEQ/m3"
2020/05/25,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.00556944962880013,"pg I-TEQ/m3"
2020/05/18,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0092802,"pg I-TEQ/m3"
2020/05/18,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0054601,"pg I-TEQ/m3"
2020/05/11,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0249636891793754,"pg I-TEQ/m3"
2020/05/11,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0253301616533661,"pg I-TEQ/m3"
2020/05/11,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0255361639051332,"pg I-TEQ/m3"
2020/05/18,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0167438609287625,"pg I-TEQ/m3"
2020/05/18,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0116860679970436,"pg I-TEQ/m3"
2020/05/18,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0125929029588247,"pg I-TEQ/m3"
2020/05/18,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0157188828172435,"pg I-TEQ/m3"
2020/05/18,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0340361,"pg I-TEQ/m3"
2020/05/18,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0120002,"pg I-TEQ/m3"
2020/05/18,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0069186,"pg I-TEQ/m3"
2020/05/18,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0477037,"pg I-TEQ/m3"
2020/05/18,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0100146,"pg I-TEQ/m3"
2020/05/11,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0174101,"pg I-TEQ/m3"
2020/05/11,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0086711,"pg I-TEQ/m3"
2020/05/11,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0382049,"pg I-TEQ/m3"
2020/05/11,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0040686,"pg I-TEQ/m3"
2020/05/11,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0042847,"pg I-TEQ/m3"
2020/05/18,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0042415,"pg I-TEQ/m3"
2020/05/18,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0041368,"pg I-TEQ/m3"
2019/10/28,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0068162,"pg I-TEQ/m3"
2019/10/21,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0083557,"pg I-TEQ/m3"
2019/10/21,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0119669,"pg I-TEQ/m3"
2019/10/28,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0237289,"pg I-TEQ/m3"
2019/10/28,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0245068,"pg I-TEQ/m3"
2019/10/28,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0270747,"pg I-TEQ/m3"
2019/10/28,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0472608,"pg I-TEQ/m3"
2019/10/28,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0291805,"pg I-TEQ/m3"
2019/10/28,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0559,"pg I-TEQ/m3"
2019/10/28,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0333603,"pg I-TEQ/m3"
2019/10/14,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0472075,"pg I-TEQ/m3"
2019/10/14,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0419846,"pg I-TEQ/m3"
2019/10/14,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0140589,"pg I-TEQ/m3"
2019/10/14,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0139841,"pg I-TEQ/m3"
2019/10/14,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0181961,"pg I-TEQ/m3"
2019/10/14,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0074653,"pg I-TEQ/m3"
2019/10/14,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0129104,"pg I-TEQ/m3"
2019/10/14,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0120893,"pg I-TEQ/m3"
2019/10/14,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0079966,"pg I-TEQ/m3"
2019/10/14,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0046515,"pg I-TEQ/m3"
2019/10/21,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.009319,"pg I-TEQ/m3"
2019/10/21,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0054642,"pg I-TEQ/m3"
2019/05/27,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0033183,"pg I-TEQ/m3"
2019/05/20,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0048652,"pg I-TEQ/m3"
2019/05/20,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0097638,"pg I-TEQ/m3"
2019/05/27,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.022049,"pg I-TEQ/m3"
2019/05/27,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0119033,"pg I-TEQ/m3"
2019/05/27,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0093252,"pg I-TEQ/m3"
2019/05/27,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0518995,"pg I-TEQ/m3"
2019/05/27,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0283807,"pg I-TEQ/m3"
2019/05/27,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0584008,"pg I-TEQ/m3"
2019/05/27,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0217918,"pg I-TEQ/m3"
2019/05/06,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0284985,"pg I-TEQ/m3"
2019/05/06,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0198215,"pg I-TEQ/m3"
2019/05/06,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0261828,"pg I-TEQ/m3"
2019/05/06,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0205635,"pg I-TEQ/m3"
2019/05/06,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0135278,"pg I-TEQ/m3"
2019/05/20,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0185953,"pg I-TEQ/m3"
2019/05/20,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0150961,"pg I-TEQ/m3"
2019/05/20,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0294206,"pg I-TEQ/m3"
2019/05/20,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0133439,"pg I-TEQ/m3"
2019/05/20,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0104119,"pg I-TEQ/m3"
2019/05/20,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0074697,"pg I-TEQ/m3"
2019/05/20,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0066055,"pg I-TEQ/m3"
2019/08/12,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0084913,"pg I-TEQ/m3"
2019/08/12,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.006968,"pg I-TEQ/m3"
2019/08/12,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0092864,"pg I-TEQ/m3"
2019/08/12,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0054785,"pg I-TEQ/m3"
2019/08/12,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0063748,"pg I-TEQ/m3"
2019/08/12,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0081302,"pg I-TEQ/m3"
2019/08/12,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.005731,"pg I-TEQ/m3"
2019/08/12,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.0081085,"pg I-TEQ/m3"
2019/08/12,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0059521,"pg I-TEQ/m3"
2019/08/05,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0278711,"pg I-TEQ/m3"
2019/08/05,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0225125,"pg I-TEQ/m3"
2019/08/05,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0199694,"pg I-TEQ/m3"
2019/08/05,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0151244,"pg I-TEQ/m3"
2019/08/05,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.041204,"pg I-TEQ/m3"
2019/08/05,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0184374,"pg I-TEQ/m3"
2019/08/05,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0048876,"pg I-TEQ/m3"
2019/08/05,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0164988,"pg I-TEQ/m3"
2019/08/05,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0043935,"pg I-TEQ/m3"
2019/08/05,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0085169,"pg I-TEQ/m3"
2019/08/12,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0146315,"pg I-TEQ/m3"
2019/08/12,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0300609,"pg I-TEQ/m3"
2019/03/04,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0065552,"pg I-TEQ/m3"
2019/03/04,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0127068,"pg I-TEQ/m3"
2019/03/04,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0075831,"pg I-TEQ/m3"
2019/03/04,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0372079,"pg I-TEQ/m3"
2019/03/04,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.0335536,"pg I-TEQ/m3"
2019/02/19,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.064608,"pg I-TEQ/m3"
2019/02/19,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0380742,"pg I-TEQ/m3"
2019/02/19,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.044297,"pg I-TEQ/m3"
2019/02/19,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.052056,"pg I-TEQ/m3"
2019/03/04,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0521271,"pg I-TEQ/m3"
2019/03/04,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0312669,"pg I-TEQ/m3"
2019/03/04,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0243573,"pg I-TEQ/m3"
2019/03/04,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0245978,"pg I-TEQ/m3"
2019/03/04,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0341204,"pg I-TEQ/m3"
2019/02/19,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0303338,"pg I-TEQ/m3"
2019/02/19,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0313517,"pg I-TEQ/m3"
2019/02/19,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0385816,"pg I-TEQ/m3"
2019/02/19,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0191968,"pg I-TEQ/m3"
2019/03/04,北部空品區,台北市,15,松山站,松山國小,戴奧辛,0.0147895,"pg I-TEQ/m3"
2019/02/19,北部空品區,新北市,2,汐止站,樟樹國小,戴奧辛,0.0059988,"pg I-TEQ/m3"
2019/03/04,北部空品區,新北市,3,萬里站,綜合商場,戴奧辛,0.0133601,"pg I-TEQ/m3"
2018/10/08,宜蘭空品區,宜蘭縣,65,宜蘭站,復興國中,戴奧辛,0.0042018,"pg I-TEQ/m3"
2018/10/08,花東空品區,花蓮縣,63,花蓮站,中正國小,戴奧辛,0.0066947,"pg I-TEQ/m3"
2018/10/20,花東空品區,台東縣,62,台東站,台東縣政府,戴奧辛,0.0165477066470444,"pg I-TEQ/m3"
2018/10/09,高屏空品區,屏東縣,60,潮州站,潮南國小,戴奧辛,0.0202081180017227,"pg I-TEQ/m3"
2018/10/09,高屏空品區,屏東縣,59,屏東站,中正國小,戴奧辛,0.0229102704678363,"pg I-TEQ/m3"
2018/10/09,高屏空品區,高雄市,53,楠梓站,楠梓國小,戴奧辛,0.0241658436213992,"pg I-TEQ/m3"
2018/10/09,雲嘉南空品區,高雄市,49,仁武站,八卦國小,戴奧辛,0.029183950617284,"pg I-TEQ/m3"
2018/10/01,雲嘉南空品區,台南市,46,台南站,中山國中,戴奧辛,0.0711746790941052,"pg I-TEQ/m3"
2018/10/01,雲嘉南空品區,台南市,43,新營站,新營國小,戴奧辛,0.0505125697754961,"pg I-TEQ/m3"
2018/10/01,雲嘉南空品區,嘉義市,42,嘉義站,嘉義大學新民校區,戴奧辛,0.120345401581357,"pg I-TEQ/m3"
2018/10/01,雲嘉南空品區,嘉義縣,39,新港站,新港國小,戴奧辛,0.0343340110832038,"pg I-TEQ/m3"
2018/10/08,中部空品區,雲林縣,38,崙背站,崙背國中,戴奧辛,0.0342699,"pg I-TEQ/m3"
2018/10/08,中部空品區,南投縣,36,南投站,康壽國小,戴奧辛,0.0315666,"pg I-TEQ/m3"
2018/10/08,中部空品區,彰化縣,33,彰化站,延平社區活動中心,戴奧辛,0.0144128,"pg I-TEQ/m3"
2018/10/08,中部空品區,台中市,32,西屯站,台中啟聰學校,戴奧辛,0.0255015,"pg I-TEQ/m3"
2018/10/08,中部空品區,台中市,30,大里站,大里市公所,戴奧辛,0.0246859,"pg I-TEQ/m3"
2018/10/08,竹苗空品區,苗栗縣,26,苗栗站,苗栗縣議會,戴奧辛,0.0220124,"pg I-TEQ/m3"
2018/10/08,竹苗空品區,新竹市,24,新竹站,東門國小,戴奧辛,0.0131608,"pg I-TEQ/m3"
2018/10/08,北部空品區,新竹縣,22,湖口站,信勢國小,戴奧辛,0.0144475,"pg I-TEQ/m3"
2018/10/08,北部空品區,桃園市,17,桃園站,桃園農工,戴奧辛,0.0107169,"pg I-TEQ/m3"
